title,description,label,text,predicted_label,match,flagged,human_label,match_human
LG 27BK430H-B 27” monitor (2),Moving sale! Two identical display monitors. Both 27”. AMD Freesync gaming monitors. $75 each or $150 for both. More information: https://a.co/d/dD3y6fI,computers,LG 27BK430H-B 27” monitor (2) Moving sale! Two identical display monitors. Both 27”. AMD Freesync gaming monitors. $75 each or $150 for both. More information: https://a.co/d/dD3y6fI,computers,True,,computer_parts,False
Apple iMac Desktop! Magic Mouse! SPECS IN PICS! NO OPERATING SYSTEM,2011 Apple iMac (A1311) Desktop! SPECS SHOWN IN PICS!!! NO OPERATING SYSTEM!!! ALL INFO WIPED CLEAN!!! INCLUDES WIRED KEYBOARD AND WIRELESS APPLE MAGIC MOUSE!!! REDUCED TO $125 VERY FIRM!!! CASH ONLY!!! WILL NOT SEPARATE!!!!,computers,Apple iMac Desktop! Magic Mouse! SPECS IN PICS! NO OPERATING SYSTEM 2011 Apple iMac (A1311) Desktop! SPECS SHOWN IN PICS!!! NO OPERATING SYSTEM!!! ALL INFO WIPED CLEAN!!! INCLUDES WIRED KEYBOARD AND WIRELESS APPLE MAGIC MOUSE!!! REDUCED TO $125 VERY FIRM!!! CASH ONLY!!! WILL NOT SEPARATE!!!!,computers,True,,computers,True
Dell Latitude 5590 8th Gen i5/16GB/500GB/Nvidia Graphics,"Processor: Intel Core i5-8350U Processor 6M Cache, 1.70 GHz up to 3.60 GHz Memory: 16 GB DDR4-2400T SDRAM (8+8) Video Graphics: NVIDIA GeForce MX130, 2GB GDDR5 Intel HD Graphics 620 Display: 15.6"" Non-touch HD anti-glare Backlight (1920x1080) Storage: 500 GB HDD 7200 RPM SATA 6 Gb/s 32MB Cache 7 MM 2.5 Inch Network: Gigabit Ethernet Wireless Connectivity: Intel Dual Band Wireless AC WWAN: DW5811E Sierra Wireless 4G Card Reader: Up to SD4.0 Battery: 4-cell Lithium 68 Wh (excellent health) Bluetooth: 4.2 Number of USB Ports: 3 USB 3.1 Interfaces: LAN, combo jack, VGA, HDMI, Display Port over USB Type C, Port Dock WebCam: 1.0 pixels Windows 11 Pro 2 available **PRICE FAIR & FIRM**",computers,"Dell Latitude 5590 8th Gen i5/16GB/500GB/Nvidia Graphics Processor: Intel Core i5-8350U Processor 6M Cache, 1.70 GHz up to 3.60 GHz Memory: 16 GB DDR4-2400T SDRAM (8+8) Video Graphics: NVIDIA GeForce MX130, 2GB GDDR5 Intel HD Graphics 620 Display: 15.6"" Non-touch HD anti-glare Backlight (1920x1080) Storage: 500 GB HDD 7200 RPM SATA 6 Gb/s 32MB Cache 7 MM 2.5 Inch Network: Gigabit Ethernet Wireless Connectivity: Intel Dual Band Wireless AC WWAN: DW5811E Sierra Wireless 4G Card Reader: Up to SD4.0 Battery: 4-cell Lithium 68 Wh (excellent health) Bluetooth: 4.2 Number of USB Ports: 3 USB 3.1 Interfaces: LAN, combo jack, VGA, HDMI, Display Port over USB Type C, Port Dock WebCam: 1.0 pixels Windows 11 Pro 2 available **PRICE FAIR & FIRM**",computers,True,,computers,True
Dell Latitude 5530 12th Gen i5/32GB/256GB,"Mint condition Dell Latitude 5530!! Super FAST. PROCESSOR: 1.3 GHz Intel Core i5-1235u - up to 4.4 GHz Max Turbo Frequency 10 Cores/12 Threads MEMORY: 32GB DDR4-3200 RAM STORAGE: 256GB Nvme SSD - Solid State Drive and empty slot for 2nd drive SCREEN: 15.6"" Full HD Display 1920 x 1080 Maximum Resolution WEBCAM: Integrated GRAPHICS: Intel UHD Graphics WIRELESS: Intel Wi-Fi 6E AX211 + Bluetooth KEYBOARD: Backlit AC ADAPTER (POWER CORD): Included BATTERY: Included Holds great charge - Health shows excellent in BIOS WINDOWS 11 PRO. 5 AVAILABLE **PRICE FAIR & FIRM**",computers,"Dell Latitude 5530 12th Gen i5/32GB/256GB Mint condition Dell Latitude 5530!! Super FAST. PROCESSOR: 1.3 GHz Intel Core i5-1235u - up to 4.4 GHz Max Turbo Frequency 10 Cores/12 Threads MEMORY: 32GB DDR4-3200 RAM STORAGE: 256GB Nvme SSD - Solid State Drive and empty slot for 2nd drive SCREEN: 15.6"" Full HD Display 1920 x 1080 Maximum Resolution WEBCAM: Integrated GRAPHICS: Intel UHD Graphics WIRELESS: Intel Wi-Fi 6E AX211 + Bluetooth KEYBOARD: Backlit AC ADAPTER (POWER CORD): Included BATTERY: Included Holds great charge - Health shows excellent in BIOS WINDOWS 11 PRO. 5 AVAILABLE **PRICE FAIR & FIRM**",computers,True,,computers,True
Dell Latitude 5540 13th Gen i5/32GB/512GB/Win 11 Pro,"This Dell Latitude 5540 is a high-performance business-class laptop built for modern professionals. With a powerful 13th Gen Intel Core i5 processor and lightning-fast DDR4 memory, it's optimized for multitasking, remote work, and reliable daily productivity. 💻 Key Specifications: Processor: 13th Gen Intel® Core™ i5-1345 10 Cores (2 Performance + 8 Efficiency), 12 Threads, 12 MB Cache, Up to 4.7 GHz Turbo Memory: 32 GB DDR4 (2 x 16 GB) Storage: 512 GB M.2 PCIe NVMe Gen4 x4 SSD (Class 35) 2 x 256GB (Fast boot-up times and file access) Display: 15.6"" Full HD (1920x1080) Anti-Glare, 250 nits brightness, with IR Camera for Windows Hello Wi-Fi & Bluetooth: Intel® Wi-Fi 6E AX211 (2x2) + Bluetooth (Latest wireless standard with improved speed and reliability) Battery: 3-Cell 54 Wh Lithium-ion with ExpressCharge™ Operating System: Windows 11 Pro Keyboard: English US Backlit Keyboard with Numeric Keypad Camera: FHD IR Camera with Temporal Noise Reduction, Privacy Shutter, and Dual Microphone Power Adapter: 100W USB-C Adapter *** PRICE FAIR & FIRM***",computers,"Dell Latitude 5540 13th Gen i5/32GB/512GB/Win 11 Pro This Dell Latitude 5540 is a high-performance business-class laptop built for modern professionals. With a powerful 13th Gen Intel Core i5 processor and lightning-fast DDR4 memory, it's optimized for multitasking, remote work, and reliable daily productivity. 💻 Key Specifications: Processor: 13th Gen Intel® Core™ i5-1345 10 Cores (2 Performance + 8 Efficiency), 12 Threads, 12 MB Cache, Up to 4.7 GHz Turbo Memory: 32 GB DDR4 (2 x 16 GB) Storage: 512 GB M.2 PCIe NVMe Gen4 x4 SSD (Class 35) 2 x 256GB (Fast boot-up times and file access) Display: 15.6"" Full HD (1920x1080) Anti-Glare, 250 nits brightness, with IR Camera for Windows Hello Wi-Fi & Bluetooth: Intel® Wi-Fi 6E AX211 (2x2) + Bluetooth (Latest wireless standard with improved speed and reliability) Battery: 3-Cell 54 Wh Lithium-ion with ExpressCharge™ Operating System: Windows 11 Pro Keyboard: English US Backlit Keyboard with Numeric Keypad Camera: FHD IR Camera with Temporal Noise Reduction, Privacy Shutter, and Dual Microphone Power Adapter: 100W USB-C Adapter *** PRICE FAIR & FIRM***",computers,True,,computers,True
HP Deskjet 2725,Needs ink cartridges hp67 Text show contact info,computers,HP Deskjet 2725 Needs ink cartridges hp67 Text show contact info,computers,True,,computer_parts,False
APC Smart-UPS 2200 XL Uninterruptible Power Supply SU2200RMXL3U,"APC Smart-UPS 2200XL battery backup designed to keep your network up and running during power outages and surges. Good for home, or small business. It is a working unit and can be shown to be working before purchase. This is a discontinued product from APC, but thes UPS's themselves are very durable. This will need new batteries. It does not come with any batteries. https://www.apc.com/us/en/product/SU2200RMXL3U/apc-smartups-xl-2200-va-rm-3u-120v/",computers,"APC Smart-UPS 2200 XL Uninterruptible Power Supply SU2200RMXL3U APC Smart-UPS 2200XL battery backup designed to keep your network up and running during power outages and surges. Good for home, or small business. It is a working unit and can be shown to be working before purchase. This is a discontinued product from APC, but thes UPS's themselves are very durable. This will need new batteries. It does not come with any batteries. https://www.apc.com/us/en/product/SU2200RMXL3U/apc-smartups-xl-2200-va-rm-3u-120v/",computers,True,,computer_parts,False
Intel 12th Gen Hexacore Budget Gaming PC,"Intel 12th Gen Hexacore Budget Gaming PC $499 No one beats our prices Please do not send offers, we will not take them. This pc is themed (see photos) Features: Intel Core i5 12400f Liquid Cooled Hexacore CPU 240 Rad Liquid Cooler 16GB DDR4 RGB Ram 1TB Nvme SSD 1TB SSD Game Drive Nvidia GTX 1660ti 6GB Dedicated Graphics Wifi Glass case with rgb fans Windows 11 Price is for the desktop and power cord only Wired Light Up Keyboard and Mice Start at $30 (new) Mechanical Keyboard and Mouse Sets $40 24"" 144hz 1080p displays only $125!!!! 34"" Curved 3440x1440 165hz Gaming Monitors $250 Jeremiah's Computer Store and Repairs LLC 3898 Lake Ave Rochester NY 14612 Store Hours 12-4 7 Days a Week All units carry a 90 Day Warranty (see store for details) All Prices as listed plus tax",computers,"Intel 12th Gen Hexacore Budget Gaming PC Intel 12th Gen Hexacore Budget Gaming PC $499 No one beats our prices Please do not send offers, we will not take them. This pc is themed (see photos) Features: Intel Core i5 12400f Liquid Cooled Hexacore CPU 240 Rad Liquid Cooler 16GB DDR4 RGB Ram 1TB Nvme SSD 1TB SSD Game Drive Nvidia GTX 1660ti 6GB Dedicated Graphics Wifi Glass case with rgb fans Windows 11 Price is for the desktop and power cord only Wired Light Up Keyboard and Mice Start at $30 (new) Mechanical Keyboard and Mouse Sets $40 24"" 144hz 1080p displays only $125!!!! 34"" Curved 3440x1440 165hz Gaming Monitors $250 Jeremiah's Computer Store and Repairs LLC 3898 Lake Ave Rochester NY 14612 Store Hours 12-4 7 Days a Week All units carry a 90 Day Warranty (see store for details) All Prices as listed plus tax",computers,True,,computers,True
AMD Ryzen 7 9800X3D Gaming PC Nvidia RTX 4090 24GB,"AMD Ryzen 7 9800X3D Gaming PC Nvidia RTX 4090 24GB $2999 No one beats our prices Please do not send offers, we will not take them. This pc is vr ready This unit won't last! Features: AMD Ryzen 7 9800X3d 8 Core CPU 360 Rad Liquid Cooler 64GB DDR5 Ram 2TB Nvme Gen 4 SSD Nvidia RTX 4090 24GB Dedicated Graphics Corsair Glass case with rgb fans 1000W Gold Rated Power Supply Windows 11 Price is for the desktop and power cord only Wired Light Up Keyboard and Mice Start at $30 (new) Mechanical Keyboard and Mouse Sets $40 24"" 144hz 1080p displays only $125!!!! 34"" Curved 3440x1440 165hz Gaming Monitors $250 Jeremiah's Computer Store and Repairs LLC 3898 Lake Ave Rochester NY 14612 Store Hours 12-4 7 Days a Week All units carry a 90 Day Warranty (see store for details) All Prices as listed plus tax",computers,"AMD Ryzen 7 9800X3D Gaming PC Nvidia RTX 4090 24GB AMD Ryzen 7 9800X3D Gaming PC Nvidia RTX 4090 24GB $2999 No one beats our prices Please do not send offers, we will not take them. This pc is vr ready This unit won't last! Features: AMD Ryzen 7 9800X3d 8 Core CPU 360 Rad Liquid Cooler 64GB DDR5 Ram 2TB Nvme Gen 4 SSD Nvidia RTX 4090 24GB Dedicated Graphics Corsair Glass case with rgb fans 1000W Gold Rated Power Supply Windows 11 Price is for the desktop and power cord only Wired Light Up Keyboard and Mice Start at $30 (new) Mechanical Keyboard and Mouse Sets $40 24"" 144hz 1080p displays only $125!!!! 34"" Curved 3440x1440 165hz Gaming Monitors $250 Jeremiah's Computer Store and Repairs LLC 3898 Lake Ave Rochester NY 14612 Store Hours 12-4 7 Days a Week All units carry a 90 Day Warranty (see store for details) All Prices as listed plus tax",computers,True,,computers,True
Intel Alderlake Budget DDR5 Gaming PC Nvidia GTX 1660 Super 6GB,"Intel Alderlake Budget DDR5 Gaming PC Nvidia GTX 1660 Super 6GB $399 Please do not send offers, we will not take them. This unit is a bunch of spare parts we had lying around Features: Intel Pentium G6900 Alderlake CPU 16GB DDR5 RGB Ram 256GB M.2 SSD HP Omen Glass Case with rgb fans Nvidia GTX 1660 Super 6GB 500W Power Supply Wifi 6e Windows 11 Pro Price is for the desktop and power cord only Wired Light Up Keyboard and Mice Start at $30 (new) Mechanical Keyboard and Mouse Sets $40 24"" 144hz 1080p displays only $125!!!! 34"" Curved 3440x1440 165hz Gaming Monitors $250 Jeremiah's Computer Store and Repairs LLC 3898 Lake Ave Rochester NY 14612 Store Hours 12-4 7 Days a Week All units carry a 90 Day Warranty (see store for details) All Prices as listed plus tax",computers,"Intel Alderlake Budget DDR5 Gaming PC Nvidia GTX 1660 Super 6GB Intel Alderlake Budget DDR5 Gaming PC Nvidia GTX 1660 Super 6GB $399 Please do not send offers, we will not take them. This unit is a bunch of spare parts we had lying around Features: Intel Pentium G6900 Alderlake CPU 16GB DDR5 RGB Ram 256GB M.2 SSD HP Omen Glass Case with rgb fans Nvidia GTX 1660 Super 6GB 500W Power Supply Wifi 6e Windows 11 Pro Price is for the desktop and power cord only Wired Light Up Keyboard and Mice Start at $30 (new) Mechanical Keyboard and Mouse Sets $40 24"" 144hz 1080p displays only $125!!!! 34"" Curved 3440x1440 165hz Gaming Monitors $250 Jeremiah's Computer Store and Repairs LLC 3898 Lake Ave Rochester NY 14612 Store Hours 12-4 7 Days a Week All units carry a 90 Day Warranty (see store for details) All Prices as listed plus tax",computers,True,,computers,True
